Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Status.,Source.Niche,Source.Type,Source.Details,Collection.Year,Collection.Month,Collection.Day,Collection.Time,Continent,Country,Region,District,City,Post.Code,Latitude,Longitude,Lab.Contact,Species,Serological.Group,Serotype,EcoR.Cluster,Path.Nonpath,Simple.Patho,Comment,Simple.Disease,Disease,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Barcode,Differences,ST,ST.Complex,Lineage,Subspecies,adk,fumC,gyrB,icd,mdh,purA,recA
ESC_VA8606AA,com_444,SRR11849169;ILLUMINA;Paired;;SRX8399339;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350091,SRS6712121,7/1/2021,6/1/2021,ESC_VA8606AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8607AA,com_435,SRR11849170;ILLUMINA;Paired;;SRX8399338;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350090,SRS6712120,7/1/2021,6/1/2021,ESC_VA8607AA,NA,219,,ABD,NA,58,53,53,58,24,1,42
ESC_VA8608AA,com_418,SRR11849171;ILLUMINA;Paired;;SRX8399337;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350089,SRS6712119,7/1/2021,6/1/2021,ESC_VA8608AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA8611AA,com_40,SRR11849174;ILLUMINA;Paired;;SRX8399334;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350088,SRS6712116,7/1/2021,6/1/2021,ESC_VA8611AA,NA,12319,ST20 Cplx,AxB1,NA,6,4,3,1496,11,8,6
ESC_VA8612AA,com_3522,SRR11849175;ILLUMINA;Paired;;SRX8399333;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350087,SRS6712115,7/1/2021,6/1/2021,ESC_VA8612AA,NA,681,,B2,NA,38,39,30,13,17,25,28
ESC_VA8613AA,com_350,SRR11849176;ILLUMINA;Paired;;SRX8399332;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350086,SRS6712114,7/1/2021,6/1/2021,ESC_VA8613AA,NA,8371,,,NA,35,864,61,27,214,5,218
ESC_VA8614AA,com_3485,SRR11849177;ILLUMINA;Paired;;SRX8399331;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350085,SRS6712113,7/1/2021,6/1/2021,ESC_VA8614AA,NA,357,,B2,NA,13,40,13,13,23,25,66
ESC_VA8615AA,com_3397,SRR11849178;ILLUMINA;Paired;;SRX8399330;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350084,SRS6712112,7/1/2021,6/1/2021,ESC_VA8615AA,NA,6331,,AxB1,NA,9,19,33,18,512,122,6
ESC_VA8616AA,com_3393,SRR11849179;ILLUMINA;Paired;;SRX8399329;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350083,SRS6712111,7/1/2021,6/1/2021,ESC_VA8616AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_VA8617AA,com_3382,SRR11849180;ILLUMINA;Paired;;SRX8399328;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350082,SRS6712108,7/1/2021,6/1/2021,ESC_VA8617AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8618AA,com_3214,SRR11849181;ILLUMINA;Paired;;SRX8399327;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350081,SRS6712110,7/1/2021,6/1/2021,ESC_VA8618AA,NA,58,ST155 Cplx,AxB1,NA,6,4,4,16,24,8,14
ESC_VA8619AA,com_3200,SRR11849182;ILLUMINA;Paired;;SRX8399326;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350080,SRS6712109,7/1/2021,6/1/2021,ESC_VA8619AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_VA8620AA,com_3199,SRR11849183;ILLUMINA;Paired;;SRX8399325;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350079,SRS6712107,7/1/2021,6/1/2021,ESC_VA8620AA,NA,538,ST538 Cplx,,NA,13,40,19,13,36,28,30
ESC_VA8638AA,com_3137,SRR11849201;ILLUMINA;Paired;;SRX8399307;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350078,SRS6712089,7/1/2021,6/1/2021,ESC_VA8638AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_VA8639AA,com_3078,SRR11849202;ILLUMINA;Paired;;SRX8399306;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350077,SRS6712088,7/1/2021,6/1/2021,ESC_VA8639AA,NA,28,ST28 Cplx,ABD,NA,13,21,13,22,17,14,15
ESC_VA8640AA,com_3030,SRR11849203;ILLUMINA;Paired;;SRX8399305;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350076,SRS6712087,7/1/2021,6/1/2021,ESC_VA8640AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8641AA,com_2971,SRR11849204;ILLUMINA;Paired;;SRX8399304;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350075,SRS6712086,7/1/2021,6/1/2021,ESC_VA8641AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_VA8642AA,com_2787_C04,SRR11849205;ILLUMINA;Paired;;SRX8399303;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350074,SRS6712085,7/1/2021,6/1/2021,ESC_VA8642AA,NA,48,ST10 Cplx,A,NA,6,11,4,8,8,8,2
ESC_VA8643AA,com_2781_C04,SRR11849206;ILLUMINA;Paired;;SRX8399302;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350073,SRS6712084,7/1/2021,6/1/2021,ESC_VA8643AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA8644AA,com_2730_C04,SRR11849207;ILLUMINA;Paired;;SRX8399301;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350072,SRS6712083,7/1/2021,6/1/2021,ESC_VA8644AA,NA,538,ST538 Cplx,,NA,13,40,19,13,36,28,30
ESC_VA8645AA,com_2721_C04,SRR11849208;ILLUMINA;Paired;;SRX8399300;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350071,SRS6712082,7/1/2021,6/1/2021,ESC_VA8645AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8646AA,com_2718_C04,SRR11849209;ILLUMINA;Paired;;SRX8399299;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350070,SRS6712081,7/1/2021,6/1/2021,ESC_VA8646AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_VA8647AA,com_2714_C04,SRR11849210;ILLUMINA;Paired;;SRX8399298;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350069,SRS6712080,7/1/2021,6/1/2021,ESC_VA8647AA,NA,540,,AxB1,NA,6,7,57,1,8,8,2
ESC_VA8649AA,com_27,SRR11848871;ILLUMINA;Paired;;SRX8399296;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350068,SRS6712077,7/1/2021,6/1/2021,ESC_VA8649AA,NA,550,ST14 Cplx,,NA,14,14,10,14,17,92,10
ESC_VA8650AA,com_2698,SRR11848872;ILLUMINA;Paired;;SRX8399295;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350067,SRS6712078,7/1/2021,6/1/2021,ESC_VA8650AA,NA,1154,ST73 Cplx,,NA,36,24,9,13,148,11,25
ESC_VA8651AA,com_2674_C04,SRR11848873;ILLUMINA;Paired;;SRX8399294;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350066,SRS6712076,7/1/2021,6/1/2021,ESC_VA8651AA,NA,4173,,AxB1,NA,6,6,32,16,9,7,6
ESC_VA8652AA,com_2663_C04,SRR11848874;ILLUMINA;Paired;;SRX8399293;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350065,SRS6712075,7/1/2021,6/1/2021,ESC_VA8652AA,NA,93,ST168 Cplx,A,NA,6,11,4,10,7,8,6
ESC_VA8653AA,com_2658_C04,SRR11848875;ILLUMINA;Paired;;SRX8399292;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350064,SRS6712073,7/1/2021,6/1/2021,ESC_VA8653AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_VA8670AA,com_2657_CO4,SRR11848892;ILLUMINA;Paired;;SRX8399275;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350063,SRS6712057,7/1/2021,6/1/2021,ESC_VA8670AA,NA,453,ST86 Cplx,,NA,99,6,33,33,24,8,7
ESC_VA8671AA,com_2656_C04,SRR11848893;ILLUMINA;Paired;;SRX8399274;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350062,SRS6712056,7/1/2021,6/1/2021,ESC_VA8671AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_VA8672AA,com_2648,SRR11848894;ILLUMINA;Paired;;SRX8399273;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350061,SRS6712055,7/1/2021,6/1/2021,ESC_VA8672AA,NA,21,ST29 Cplx,B1,NA,16,4,12,16,9,7,7
ESC_VA8673AA,com_2631_C04,SRR11848895;ILLUMINA;Paired;;SRX8399272;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350060,SRS6712054,7/1/2021,6/1/2021,ESC_VA8673AA,NA,59,ST59 Cplx,ABD,NA,27,32,24,29,26,19,22
ESC_VA8674AA,com_2624_C04,SRR11848896;ILLUMINA;Paired;;SRX8399271;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350059,SRS6712053,7/1/2021,6/1/2021,ESC_VA8674AA,NA,227,ST10 Cplx,A,NA,10,11,4,1,8,9,2
ESC_VA8676AA,com_2623_C04,SRR11848898;ILLUMINA;Paired;;SRX8399269;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350058,SRS6712051,7/1/2021,6/1/2021,ESC_VA8676AA,NA,129,,B1,NA,6,23,3,26,9,7,7
ESC_VA8677AA,com_2607_C04,SRR11848899;ILLUMINA;Paired;;SRX8399268;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350057,SRS6712050,7/1/2021,6/1/2021,ESC_VA8677AA,NA,93,ST168 Cplx,A,NA,6,11,4,10,7,8,6
ESC_VA8678AA,com_2606_C04,SRR11848900;ILLUMINA;Paired;;SRX8399267;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350056,SRS6712049,7/1/2021,6/1/2021,ESC_VA8678AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8679AA,com_2603_C04,SRR11848901;ILLUMINA;Paired;;SRX8399266;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350055,SRS6712048,7/1/2021,6/1/2021,ESC_VA8679AA,NA,88,ST23 Cplx,B1,NA,6,4,12,1,20,12,7
ESC_VA8680AA,com_2594_C04,SRR11848902;ILLUMINA;Paired;;SRX8399265;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350054,SRS6712047,7/1/2021,6/1/2021,ESC_VA8680AA,NA,3698,ST10 Cplx,,NA,10,7,57,1,8,8,2
ESC_VA8681AA,com_2571_C04,SRR11848903;ILLUMINA;Paired;;SRX8399264;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350053,SRS6712046,7/1/2021,6/1/2021,ESC_VA8681AA,NA,73,ST73 Cplx,B2,NA,36,24,9,13,17,11,25
ESC_VA8682AA,com_2559_C04,SRR11848904;ILLUMINA;Paired;;SRX8399263;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350052,SRS6712045,7/1/2021,6/1/2021,ESC_VA8682AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_VA8683AA,com_2525_C04,SRR11848905;ILLUMINA;Paired;;SRX8399262;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350051,SRS6712044,7/1/2021,6/1/2021,ESC_VA8683AA,NA,58,ST155 Cplx,AxB1,NA,6,4,4,16,24,8,14
ESC_VA8684AA,com_2516_C04,SRR11848906;ILLUMINA;Paired;;SRX8399261;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350050,SRS6712043,7/1/2021,6/1/2021,ESC_VA8684AA,NA,357,,B2,NA,13,40,13,13,23,25,66
ESC_VA8685AA,com_2516,SRR11848907;ILLUMINA;Paired;;SRX8399260;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350049,SRS6712042,7/1/2021,6/1/2021,ESC_VA8685AA,NA,357,,B2,NA,13,40,13,13,23,25,66
ESC_VA8687AA,com_2505_C04,SRR11848909;ILLUMINA;Paired;;SRX8399258;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350048,SRS6712040,7/1/2021,6/1/2021,ESC_VA8687AA,NA,135,,B2,NA,13,39,50,13,16,37,25
ESC_VA8688AA,com_2501_C04,SRR11848910;ILLUMINA;Paired;;SRX8399257;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350047,SRS6712039,7/1/2021,6/1/2021,ESC_VA8688AA,NA,398,ST398 Cplx,,NA,64,7,1,1,8,8,6
ESC_VA8689AA,com_2487_C04,SRR11848911;ILLUMINA;Paired;;SRX8399256;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350046,SRS6712038,7/1/2021,6/1/2021,ESC_VA8689AA,NA,38,ST38 Cplx,D,NA,4,26,2,25,5,5,19
ESC_VA8690AA,com_2471_C04,SRR11848912;ILLUMINA;Paired;;SRX8399255;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350045,SRS6712037,7/1/2021,6/1/2021,ESC_VA8690AA,NA,609,ST46 Cplx,,NA,8,7,1,8,8,7,6
ESC_VA8691AA,com_2467_C04,SRR11848913;ILLUMINA;Paired;;SRX8399254;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350044,SRS6712036,7/1/2021,6/1/2021,ESC_VA8691AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_VA8692AA,com_2460_C04,SRR11848914;ILLUMINA;Paired;;SRX8399253;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350043,SRS6712035,7/1/2021,6/1/2021,ESC_VA8692AA,NA,8898,,A,NA,863,11,4,8,25,8,2
ESC_VA8693AA,com_2437_C04,SRR11848915;ILLUMINA;Paired;;SRX8399252;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350042,SRS6712034,7/1/2021,6/1/2021,ESC_VA8693AA,NA,1300,,,NA,12,136,199,30,24,2,17
ESC_VA8694AA,com_2426_C04,SRR11848916;ILLUMINA;Paired;;SRX8399251;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350041,SRS6712033,7/1/2021,6/1/2021,ESC_VA8694AA,NA,399,ST399 Cplx,,NA,6,4,1,95,69,8,20
ESC_VA8695AA,com_2421_C04,SRR11848917;ILLUMINA;Paired;;SRX8399250;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350040,SRS6712032,7/1/2021,6/1/2021,ESC_VA8695AA,NA,416,ST95 Cplx,,NA,37,110,19,37,17,11,26
ESC_VA8696AA,com_2421,SRR11848918;ILLUMINA;Paired;;SRX8399249;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350039,SRS6712031,7/1/2021,6/1/2021,ESC_VA8696AA,NA,416,ST95 Cplx,,NA,37,110,19,37,17,11,26
ESC_VA8698AA,com_2420_C04,SRR11848920;ILLUMINA;Paired;;SRX8399247;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350038,SRS6712029,7/1/2021,6/1/2021,ESC_VA8698AA,NA,80,ST568 Cplx,B2,NA,13,24,19,14,23,1,10
ESC_VA8699AA,com_2413_C04,SRR11848921;ILLUMINA;Paired;;SRX8399246;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350037,SRS6712028,7/1/2021,6/1/2021,ESC_VA8699AA,NA,69,ST69 Cplx,D,NA,21,35,27,6,5,5,4
ESC_VA8700AA,com_2404_C04,SRR11848922;ILLUMINA;Paired;;SRX8399245;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350036,SRS6712027,7/1/2021,6/1/2021,ESC_VA8700AA,NA,399,ST399 Cplx,,NA,6,4,1,95,69,8,20
ESC_VA8701AA,com_2393_C04,SRR11848923;ILLUMINA;Paired;;SRX8399244;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350035,SRS6712026,7/1/2021,6/1/2021,ESC_VA8701AA,NA,8588,,ABD,NA,6,23,68,45,737,7,7
ESC_VA8704AA,com_2390_C04,SRR11848926;ILLUMINA;Paired;;SRX8399241;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350034,SRS6712023,7/1/2021,6/1/2021,ESC_VA8704AA,NA,10,ST10 Cplx,A,NA,10,11,4,8,8,8,2
ESC_VA8705AA,com_2380_C04,SRR11848927;ILLUMINA;Paired;;SRX8399240;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350033,SRS6712022,7/1/2021,6/1/2021,ESC_VA8705AA,NA,95,ST95 Cplx,B2,NA,37,38,19,37,17,11,26
ESC_VA8706AA,com_2369_C04,SRR11848928;ILLUMINA;Paired;;SRX8399239;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350032,SRS6712021,7/1/2021,6/1/2021,ESC_VA8706AA,NA,357,,B2,NA,13,40,13,13,23,25,66
ESC_VA8707AA,com_2361_C04,SRR11848929;ILLUMINA;Paired;;SRX8399238;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350031,SRS6712020,7/1/2021,6/1/2021,ESC_VA8707AA,NA,155,ST155 Cplx,B1,NA,6,4,14,16,24,8,14
ESC_VA8708AA,com_2361,SRR11848930;ILLUMINA;Paired;;SRX8399237;SRA,Human,Human,Homo sapiens; stool,NA,NA,NA,NA,Europe,Denmark,,,,NA,56.26,9.5,"University of Maryland, School of Medicine",Escherichia coli,,,,,,,,,PRJNA611810,SRP264772,SAMN14350030,SRS6712018,7/1/2021,6/1/2021,ESC_VA8708AA,NA,155,ST155 Cplx,B1,NA,6,4,14,16,24,8,14
